"","State","GovUnit","Type","SolidWasteTons","RecyclingTons","DivertedYardWaste","DisposedYardWaste","UncatYardWaste","FoodWaste","Households","HHServedTrash","HHServedRecycling","HHServedYard","TrashServiceType","RecyclingServiceType","YardWasteServiceType","FoodService","ProvideTrashCart","ProvRecycleBinorCart","ProvideCompostBins","EnforceRecycling","RecyclingEnforcePersonnel","Private Hauler regulations that require recycling","SwapShop","PropertyTax","AnnualFee","TransferStationAccessFee","Per-VisitFee","PAYT/SMART","TipFee","CurbsideFee","DropoffFee","PerHouseCharge","Population","PopulationDensity","MedIncome","AvgIncome","Gini","PctLessHS","PctHS","PctBachelororMore"
"496","NC","EUREKA","Municipality",125.54,NA,NA,NA,NA,NA,89,116,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,213,623.177735861775,40625,49924,0.3348,11.2,72.5,16.4
"497","NC","EVERETTS","Municipality",NA,NA,NA,NA,NA,NA,49,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,149,302.420036279208,36406,49280,0.4689,22.8,63.9,13.2
"498","NC","FAIR BLUFF","Municipality",424.32,NA,NA,NA,NA,NA,277,333,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,703,299.533637217592,22434,35765,0.5065,19.6,64.5,15.9
"499","NC","FAIRMONT","Municipality",937,208,NA,NA,1570,NA,1013,1030,100,1030,-1,1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2179,795.144707888701,30022,44188,0.4776,15.5,68.6,15.7
"500","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,1332,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,76824,121829,0.4945,6.5,60.8,32.7
"501","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,1332,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,76824,121829,0.547,6.5,60.8,32.7
"502","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,937,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,58966,104195,0.4945,6.5,60.8,32.7
"503","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,937,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,58966,104195,0.547,6.5,60.8,32.7
"504","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,1332,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,76824,121829,0.4945,10.3,56,33.7
"505","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,1332,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,76824,121829,0.547,10.3,56,33.7
"506","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,937,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,58966,104195,0.4945,10.3,56,33.7
"507","NC","FAIRVIEW","Municipality",NA,NA,NA,NA,NA,NA,937,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3471,115.763138591751,58966,104195,0.547,10.3,56,33.7
"508","NC","FAISON","Municipality",431.3,67.6,NA,NA,NA,NA,338,354,354,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,777,915.300035432307,41429,48244,0.4172,36.8,46.8,16.4
"509","NC","FAITH","Municipality",446.63,NA,NA,NA,NA,NA,399,406,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,821,783.274747500323,103417,109764,0.2926,6.5,67.1,26.4
"510","NC","FALCON","Municipality",NA,NA,NA,NA,NA,NA,56,NA,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,324,230.058830295111,60625,70038,0.3723,5.8,65,29.2
"511","NC","FALKLAND","Municipality",NA,NA,NA,NA,NA,NA,84,NA,NA,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,47,206.389650094099,78279,66135,0.151,3.1,95.7,1.3
"512","NC","FALLSTON","Municipality",NA,NA,NA,NA,NA,NA,324,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,629,290.574305890154,28333,63315,0.6009,17.8,59.5,22.7
"513","NC","FARMVILLE","Municipality",1900,190,NA,NA,415,NA,1898,1967,1967,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,4456,1390.99989387564,46719,64121,0.4524,14.5,62.4,23
"514","NC","FAYETTEVILLE","Municipality",60441.66,6644.9,18428.7,0,-0.630000000001019,NA,82242,61570,61570,61570,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,208530,1406.53187793562,46321,60449,0.4503,7.9,64.8,27.3
"515","NC","FLAT ROCK","Municipality",NA,NA,NA,NA,NA,NA,479,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,3492,431.053059600932,33140,40129,0.4158,24.9,66.8,8.2
"516","NC","FLETCHER","Municipality",2168.93,619.83,NA,NA,847.6,NA,3531,3024,3024,3024,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,8002,1251.27133226981,62007,72071,0.3202,5.5,61.8,32.7
"517","NC","FONTANA DAM","Municipality",NA,2.5,NA,NA,NA,NA,19,105,105,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,13,20.8357516616387,65625,60068,0.2888,0,100,0
"518","NC","FOREST CITY","Municipality",3186.28,448.57,1620,0,NA,NA,2854,3180,3180,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,7359,858.814805862794,29571,42752,0.46,15.2,67.8,17
"519","NC","FOREST HILLS","Municipality",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,303,611.283046311581,NA,NA,NA,NA,NA,NA
"520","NC","FOUNTAIN","Municipality",147.46,32.21,NA,NA,60,NA,148,162,162,140,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,385,418.359758093892,22500,45122,0.5618,29.9,51.4,18.7
"521","NC","FOUR OAKS","Municipality",1065.46,9.99,0,289,0,NA,874,1013,105,1013,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2191,918.182274856027,52833,60455,0.4187,17.4,63.7,19
"522","NC","FRANKLIN","Municipality",NA,NA,NA,NA,NA,NA,1847,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,4185,854.613941566637,39754,51570,0.4222,22.5,49.9,27.7
"523","NC","FRANKLINTON","Municipality",849.32,118.98,NA,NA,80,NA,793,770,770,792,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2468,1420.54161519434,45938,57344,0.4325,13.3,64.9,21.8
"524","NC","FRANKLINVILLE","Municipality",362,NA,NA,NA,100,NA,468,476,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1199,739.644802388689,36429,45253,0.3755,21.8,73.8,4.4
"525","NC","FREMONT","Municipality",NA,NA,NA,NA,NA,NA,450,NA,NA,NA,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,1193,879.651964857801,41131,47425,0.3957,17.7,68.6,13.6
"526","NC","FUQUAY-VARINA","Municipality",11404.61,2098,NA,NA,1650,NA,9940,12462,12462,12462,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,34604,1964.32146694248,81914,97198,0.3985,6.1,47.4,46.4
"527","NC","GAMEWELL","Municipality",1467.01,NA,NA,NA,NA,NA,1544,1706,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,3696,455.882062846887,53667,55492,0.358,19.2,73.7,7.1
"528","NC","GARLAND","Municipality",379.6,35.36,NA,NA,NA,NA,357,380,350,380,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,593,551.045285328761,38125,41403,0.3605,24,70.6,5.5
"529","NC","GARNER","Municipality",8869,1896,482,2724,0,NA,11784,9968,9744,9968,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,31306,1890.0493817224,67571,85157,0.3916,6.1,49.9,44.1
"530","NC","GARYSBURG","Municipality",NA,NA,NA,NA,NA,NA,421,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,892,945.457318556836,29835,33336,0.362,16.3,70.1,13.5
"531","NC","GASTON","Municipality",NA,NA,NA,NA,NA,NA,547,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,996,589.121504152375,34049,42024,0.3729,25.9,66.4,7.7
"532","NC","GASTONIA","Municipality",28852,2914,4253,0,0,NA,29306,24513,24513,24513,-1,0,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,80647,1560.47174082775,50266,70498,0.4746,14,60.4,25.6
"533","NC","GATESVILLE","Municipality",NA,NA,NA,NA,NA,NA,108,NA,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,265,656.286311038684,62500,67756,0.266,7.4,74.6,18
"534","NC","GIBSON","Municipality",234.78,NA,NA,NA,168,NA,262,238,0,208,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,447,458.121274031999,25769,59690,0.6669,18.2,71.4,10.4
"535","NC","GIBSONVILLE","Municipality",2807.71,537.93,NA,NA,360,NA,2652,3467,3467,3467,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,8944,2438.278857765,77500,78028,0.3182,11,52.5,36.5
"536","NC","GLEN ALPINE","Municipality",NA,NA,NA,NA,136.5,NA,706,675,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1525,710.319424132376,39550,66018,0.4889,13.1,66,21
"537","NC","GODWIN","Municipality",NA,NA,NA,NA,NA,NA,85,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,128,247.70019868588,NA,55985,0.5769,5.7,72.3,22
"538","NC","GOLDSBORO","Municipality",12433.78,1024.7,8544,0,0,NA,14632,14965,14965,14965,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,34156,1194.66748453427,37556,53725,0.5074,13,66.4,20.4
"539","NC","GOLDSTON","Municipality",292.24,58.24,NA,NA,NA,NA,136,131,131,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,235,298.068048819672,40833,61354,0.412,30.7,60.4,8.8
"540","NC","GRAHAM","Municipality",4603.53,889.98,378.23,0,809.77,NA,6421,5527,5527,5527,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,17218,1730.51710924087,41499,54078,0.4543,13.9,65.4,20.7
"541","NC","GRANDFATHER VILLAGE","Municipality",NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,95,61.3370390361378,NA,NA,NA,NA,NA,NA
"542","NC","GRANITE FALLS","Municipality",2035.38,316.06,397,0,0,NA,1782,2093,2093,2093,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,4957,1004.86545692319,67069,70451,0.3719,12.5,56.4,31.1
"543","NC","GRANITE QUARRY","Municipality",1055.87,NA,15,0,NA,NA,1030,1366,0,NA,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2992,1029.98771683257,47529,61353,0.3971,8.2,72.5,19.4
"544","NC","GRANTSBORO","Municipality",NA,NA,NA,NA,NA,NA,252,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,691,179.294620136613,56111,63790,0.3576,13.3,76.3,10.5
"545","NC","GREEN LEVEL","Municipality",686.3,165.5,NA,NA,23.5,NA,881,895,895,895,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,3163,2107.19632256943,33938,44038,0.4198,25.1,69,5.8
"546","NC","GREENEVERS","Municipality",NA,NA,NA,NA,NA,NA,349,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,562,354.021011077004,27234,35797,0.3748,23.4,67.1,9.4
"547","NC","GREENSBORO","Municipality",127048,18151,16688.22,0,-3793.22,NA,118126,88020,88020,88020,-1,0,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,299556,2311.66904805968,49492,73183,0.4974,10.1,50.6,39.4
"548","NC","GREENVILLE","Municipality",19522,2511,NA,NA,22440,NA,36859,41567,20132,22693,-1,-1,-1,1,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,87428,2388.92416126173,42612,64095,0.5045,7.7,54.5,37.9
"549","NC","GRIFTON","Municipality",964.38,115.35,NA,NA,1349,NA,1212,950,950,950,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2445,911.479862685239,31846,47796,0.4929,15.7,74.3,10
"550","NC","GRIMESLAND","Municipality",163.1,9.31,NA,NA,NA,NA,193,193,193,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,386,567.5155600453,36406,69112,0.5844,13,78.6,8.3
"551","NC","GROVER","Municipality",NA,NA,NA,NA,NA,NA,261,320,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,804,841.397228091473,30750,44161,0.4645,16.7,73.9,9.4
"552","NC","HALIFAX","Municipality",218,28,65,0,0,NA,136,111,111,111,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,169,369.617436167381,52150,56405,0.2158,3.5,67.9,28.6
"553","NC","HAMILTON","Municipality",14,NA,NA,NA,728,NA,110,280,0,280,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,305,617.259411611438,36250,53022,0.4642,16.4,74.9,8.8
"554","NC","HAMLET","Municipality",4200,NA,0,575,0,NA,2519,2948,0,2934,-1,NA,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,5996,1138.35700463483,36381,49692,0.4788,18.2,69.9,11.9
"555","NC","HARMONY","Municipality",345,NA,NA,NA,NA,NA,217,265,0,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,546,402.531068884895,52917,62229,0.3653,14.1,70.4,15.5
"556","NC","HARRELLS","Municipality",122.08,49.89,NA,NA,NA,NA,81,100,100,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,159,50.5384062279689,58250,67119,0.4824,8.8,78.4,12.9
"557","NC","HARRELLSVILLE","Municipality",29.78,NA,NA,NA,NA,NA,52,48,0,0,-1,NA,NA,0,0,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,84,289.475016452624,58667,72438,0.3285,9.8,82.2,8
"558","NC","HARRISBURG","Municipality",7166.92,400.32,2298.28,0,0,NA,4695,6391,6391,6391,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,19094,1693.11767761443,112757,123435,0.3387,2.7,46.3,51.1
"559","NC","HASSELL","Municipality",NA,NA,NA,NA,NA,NA,22,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,49,183.899773228411,16250,25064,0.3403,73.6,26.4,0
"560","NC","HAVELOCK","Municipality",NA,NA,NA,NA,NA,NA,5905,NA,0,NA,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,17759,1039.35942331765,49893,63467,0.4024,6.2,78.3,15.6
"561","NC","HAW RIVER","Municipality",670.9,223.84,0,89.3,0,NA,991,938,455,938,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,2260,782.433061895693,40149,53401,0.4431,14.1,74.4,11.5
"562","NC","HAYESVILLE","Municipality",110.89,4.75,NA,NA,NA,NA,142,190,190,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,460,723.208288304902,25625,34744,0.457,24,60.5,15.5
"563","NC","HEMBY BRIDGE","Municipality",NA,NA,NA,NA,NA,NA,663,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1621,707.418804287459,60125,68055,0.4008,19.9,63.7,16.4
"564","NC","HENDERSON","Municipality",6867.29,165,2498.58,0,0,NA,6000,5725,5725,5725,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,15010,1740.39600316704,31793,49413,0.5171,17.8,65,17.3
"565","NC","HENDERSONVILLE","Municipality",3566.08,1070.07,NA,NA,2376.4,NA,7137,5827,5827,5827,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,16115,2175.51514739105,41185,56738,0.4658,8.7,55.2,36.2
"566","NC","HERTFORD","Municipality",653.74,206.73,0,223.1,0,NA,899,980,647,980,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1928,673.793496260758,40750,46254,0.4306,18.7,69.3,11.9
"567","NC","HICKORY","Municipality",28159.22,3921.7,NA,NA,10246.38,NA,16704,13650,8845,8845,-1,0,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,43578,1418.0386498011,48653,72383,0.4932,11,54.1,34.9
"568","NC","HIGH POINT","Municipality",50544,12382,18985.28,0,-11167.57,NA,42840,48898,45782,45782,0,0,-1,0,0,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,1,NA,NA,1,114271,2027.35764314611,49649,73001,0.4766,14.9,52.9,32.2
"569","NC","HIGH SHOALS","Municipality",299.17,33.96,1.79,0,0,NA,368,309,309,230,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,597,229.411287581692,26557,42116,0.482,14.9,78.6,6.5
"570","NC","HIGHLANDS","Municipality",NA,NA,NA,NA,NA,NA,597,NA,NA,0,-1,NA,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,1077,175.772925691442,55938,75703,0.4884,3.8,44.6,51.6
"571","NC","HILDEBRAN","Municipality",600.72,75.1,NA,NA,NA,NA,738,750,359,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,1675,592.245555732156,39559,56851,0.4952,18,67,14.9
"572","NC","HILLSBOROUGH","Municipality",1915,NA,1150,0,0,NA,3014,2864,0,2864,-1,NA,-1,0,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,9681,1707.59038301109,65591,98419,0.478,9.1,34.3,56.8
"573","NC","HOBGOOD","Municipality",116.36,NA,NA,NA,197.6,NA,118,147,0,147,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,267,258.293968388174,40909,45515,0.4161,16.7,56.9,26.3
"574","NC","HOFFMAN","Municipality",283.98,NA,10.08,0,0,NA,247,237,0,237,-1,NA,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,416,122.27913144066,31042,47702,0.53,29.6,63.4,7
"575","NC","HOLDEN BEACH","Municipality",695,NA,NA,NA,115.2,NA,469,2542,600,2542,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,927,305.613703239984,101458,137469,0.4439,2.9,34.4,62.7
"576","NC","HOLLY RIDGE","Municipality",NA,NA,NA,NA,NA,NA,996,NA,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,4177,1044.689804447,79167,90435,0.3695,9.1,50.2,40.7
"577","NC","HOLLY SPRINGS","Municipality",11014.09,1644.74,NA,NA,5638.75,NA,11573,13498,13642,13642,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,41711,2404.76702820551,110758,132679,0.357,5.1,35.2,59.6
"578","NC","HOOKERTON","Municipality",223.57,NA,0,31.66,0,NA,225,160,0,160,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,412,1292.97300026609,34539,44239,0.429,35.8,60.4,3.8
"579","NC","HOPE MILLS","Municipality",4404.36,1028.36,0,1288.77,0,NA,5910,5354,5354,5354,-1,-1,-1,0,1,NA,0,NA,1,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,17811,2212.47084705004,47730,61652,0.4288,6.5,71.4,22.1
"580","NC","HOT SPRINGS","Municipality",90.87,NA,NA,NA,NA,NA,227,350,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,519,181.01839040954,34271,41834,0.3827,10.3,63.3,26.4
"581","NC","HUDSON","Municipality",1448.41,NA,151.3,0,23.47,NA,1463,1580,0,1580,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,3774,1031.73053918854,44016,54503,0.4253,16.3,64.7,19
"582","NC","HUNTERSVILLE","Municipality",20713.99,5303.53,4889.04,0,0,NA,20666,20401,20401,20401,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,61526,1488.19764688692,100789,122796,0.3925,4.2,42,53.8
"583","NC","INDIAN BEACH","Municipality",NA,NA,NA,NA,NA,NA,86,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,223,391.604801631666,90000,115449,0.3741,0,31.5,68.4
"584","NC","INDIAN TRAIL","Municipality",13978.68,2237.11,835.74,0,0,NA,12693,13572,13572,13572,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,40167,1806.35177058518,86512,108592,0.4031,6.8,54.6,38.6
"585","NC","JACKSON","Municipality",NA,NA,NA,NA,NA,NA,283,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,425,420.813473309809,40466,46647,0.4131,16.3,73.3,10.3
"586","NC","JACKSONVILLE","Municipality",34908.89,2548.1,NA,NA,6200,NA,21126,12899,12219,11600,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,72800,1496.36629555027,45754,59049,0.4102,6.5,68.5,25
"587","NC","JAMESTOWN","Municipality",1060.28,285.35,910.38,0,0,NA,1861,1440,1337,1440,-1,-1,-1,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,3675,1227.53998160568,65945,99344,0.4707,1.7,54,44.3
"588","NC","JAMESVILLE","Municipality",NA,NA,50.35,0,0,NA,265,NA,0,NA,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,422,289.764448335142,38072,39742,0.4083,9.1,62.2,28.8
"589","NC","JEFFERSON","Municipality",320.24,54.76,NA,NA,NA,NA,687,602,602,0,-1,-1,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,1620,779.013645646867,30764,39218,0.427,14.3,72,13.7
"590","NC","JONESVILLE","Municipality",NA,83.86,NA,NA,NA,NA,1171,NA,NA,0,-1,-1,NA,0,1,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,2306,799.385037946356,24915,37658,0.4715,16.9,78.2,4.9
"591","NC","KANNAPOLIS","Municipality",17634.39,3466.67,9187,0,1,NA,17569,18851,18851,18851,-1,-1,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,53429,1633.23414416893,55923,73695,0.4549,13.5,61.5,24.8
"592","NC","KELFORD","Municipality",NA,NA,NA,NA,NA,NA,156,120,0,0,-1,NA,NA,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,202,418.868460929236,34688,41059,0.4255,29,67,4
"593","NC","KENANSVILLE","Municipality",377.4,21.56,NA,NA,NA,NA,373,415,357,NA,-1,0,-1,0,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,1,764,363.147058252193,39653,49286,0.4228,10.2,68.9,20.8
"594","NC","KENLY","Municipality",NA,NA,49,0,0,NA,834,622,0,622,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,1501,860.747319291873,32833,42254,0.4362,17.6,71.7,10.6
"595","NC","KERNERSVILLE","Municipality",6308,1527,NA,NA,9640,NA,10731,7154,7154,7154,-1,0,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,26497,1481.11307011268,56991,75906,0.4564,9.9,58.1,31.9
"596","NC","KILL DEVIL HILLS","Municipality",11951.24,569.25,NA,NA,1200,NA,3287,7410,7410,7410,-1,0,-1,1,1,NA,0,NA,1,NA,NA,1,NA,NA,NA,0,0,NA,NA,0,7674,1365.98673917006,59389,74369,0.375,5.7,58.4,35.8
"597","NC","KING","Municipality",2496,105.32,1001,0,0,NA,2907,2785,2785,2785,-1,0,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,1,NA,NA,1,7190,1189.35843181195,66691,78964,0.4376,10.7,64.5,24.7
"598","NC","KINGS MOUNTAIN","Municipality",7913.92,NA,150,0,0,NA,4360,4190,0,4190,-1,NA,-1,0,1,NA,0,NA,0,NA,NA,1,NA,NA,NA,0,0,NA,NA,1,11172,832.211019614997,38936,51782,0.4737,15.9,67,17.2
